Author Full Names
"Kan, Wei-Chih; Hwang, Jean-Yu; Chuang, Lea-Yea; Guh, Jinn-Yuh; Ye, Yi-Ling; Yang, Yu-Lin; Huang, Jau-Shyang"
"Lu, Te-Jung; Chan, Chee-Hong; Ling, Pin; Chao, Yung-Mei; Bao, Bo-Ying; Chiang, Chun-Yen; Lee, Te-Hsiu; Weng, Yui-Ping; Kan, Wei-Chih; Lu, Te-Ling"
"Shiao, Chih-Chung; Kan, Wei-Chih; Wang, Jian-Jhong; Lin, Yu-Feng; Chen, Likwang; Chueh, Eric; Huang, Ya-Ting; Chiang, Wen-Po; Tseng, Li-Jung; Wang, Chih-Hsien; Wu, Vin-Cent"
"Wang, Jian-Jhong; Chi, Nai-Hsin; Huang, Tao-Min; Connolly, Rory; Chen, Liang Wen; Chueh, Shih-Chieh Jeff; Kan, Wei-Chih; Lai, Chih-Cheng; Wu, Vin-Cent; Fang, Ji-Tseng; Chu, Tzong-Shinn; Wu, Kwan-Dun"
"Chen, Wei-Yu; Hsiao, Ching-Hsing; Chen, Yi-Chen; Ho, Chung-Han; Wang, Jhi-Joung; Hsing, Chung-Hsi; Wang, Hsien-Yi; Kan, Wei-Chih; Wu, Chia-Chun"
"Chou, Yen-Jung; Kan, Wei-Chih; Chang, Chieh-Min; Peng, Yi-Jen; Wang, Hsien-Yi; Yu, Wen-Chun; Cheng, Yu-Hsuan; Jhang, Yu-Rou; Liu, Hsia-Wei; Chuu, Jiunn-Jye"
"Shiao, Chih-Chung; Wu, Pei-Chen; Wu, Vin-Cent; Lin, Jui-Hsiang; Pan, Heng-Chih; Yang, Ya-Fei; Lai, Tai-Shuan; Huang, Tao-Min; Wu, Che-Hsiung; Yang, Wei-Shun; Wu, Chih-Jen; Kao, Chih-Chin; Sun, Chiao-Yin; Huang, Chun-Te; Lee, Kuo-Hua; Lin, Chan-Yu; Chen, Te-Chuan; Hu, Fu-Chang; Liou, Hung-Hsiang; Lu, Kuo-Cheng; Chien, Kuo-Liong; Wang, Jian-Jhong; Kan, Wei-Chih; Kuo, Feng-Chi; Lin, Hugo You-Hsien; Chen, Cheng-Min; You, Zi-Hong; Tsai, Jen-Pi; Weng, Chih-Jen; Chen, Hung-Yuan; Chang, Chao-Fu; Hsu, Wen-Ding; Wu, Mai-Szu; Huang, Chiu-Ching; Wu, Kwan-Dun"
"Kan, Wei-Chih; Lu, Te-Ling; Ling, Pin; Lee, Te-Hsiu; Cho, Chien-Yu; Huang, Chi-Ying F.; Jeng, Wen-Yih; Weng, Yui-Ping; Chiang, Chun-Yen; Bin Wu, Jin; Lu, Te-Jung"
"Chen, Chang-Hsu; Wu, Hon-Yen; Wang, Chieh-Li; Yang, Feng-Jung; Wu, Pei-Chen; Hung, Szu-Chun; Kan, Wei-Chih; Yang, Chung-Wei; Chiang, Chih-Kang; Huang, Jenq-Wen; Hung, Kuan-Yu"
"Wang, Hsien-Yi; Kan, Wei-Chih; Cheng, Tain-Junn; Yu, Sung-Hsun; Chang, Liang-Hao; Chuu, Jiunn-Jye"
"Cheng, Mei-Mei; Yen, Chun-Sheng; Li, Chien-Ming; Chien, Chih-Chiang; Kan, Wei-Chih"
"Chang, Yu-Tzu; Wang, Hsuan-Chen; Wang, Ming-Cheng; Wu, An-Bang; Sung, Junne-Ming; Sun, H. Sunny; Su, Ih-Jen; Kan, Wei-Chih; Chien, Chih-Chiang; Hwang, Jyh-Chang; Wang, Hsien-Yi; Tseng, Chin-Chung; Wu, Chi-Jung"
"Kan, Wei-Chih; Chou, Yii-Her; Chiu, Siou-Jin; Hsu, Yu-Wen; Lu, Hsing-Fang; Hsu, Wenli; Chang, Wei-Chiao"
"Tien, Kai-Jen; Lin, Zhe-Zhong; Chio, Chung-Ching; Wang, Jhi-Joung; Chu, Chin-Chen; Sun, Yih-Min; Kan, Wei-Chih; Chien, Chih-Chiang"
"Chou, Ming-Ting; Wang, Jhi-Joung; Sun, Yih-Min; Sheu, Ming-Jen; Chu, Chin-Chen; Weng, Shih-Feng; Chio, Chung-Ching; Kan, Wei-Chih; Chien, Chih-Chiang"
"Kan, Wei-Chih; Wang, Jhi-Joung; Wang, Shuo-Yu; Sun, Yih-Min; Hung, Chien-Ya; Chu, Chin-Chen; Lu, Chin-Li; Weng, Shih-Feng; Chio, Chung-Ching; Chien, Chih-Chiang"
"Chien, Chih-Chiang; Sun, Yih-Min; Wang, Jhi-Joung; Chu, Chin-Chen; Lu, Chin-Li; Wang, Shih-Feng; Hwang, Jyh-Chang; Wang, Hsien-Yi; Kan, Wei-Chih; Lu, Yi-Hua; Chen, Hung-An; Chio, Chung-Ching; Lin, Kao-Chang; Wu, Chiou-Chuen"
"Wu, Hsin-Yi; Liao, Alex Chien Hwa; Huang, Chien-Cheng; Liao, Pao-Chi; Chien, Chih-Chiang; Kan, Wei-Chih; Wang, Hsien-Yi"
"Yin, Shih-Hsi; Wang, Ching-Cheng; Cheng, Tain-Junn; Chang, Chia-Yu; Lin, Kao-Chang; Kan, Wei-Chih; Wang, Hsien-Yi; Kao, Wenny Mei-Wen; Kuo, Yen-Liang; Chen, Jian-Chyi; Li, Shun-Lai; Cheng, Chia-Hui; Chuu, Jiunn-Jye"
"Chien, Chih-Chiang; Yen, Chun-Sheng; Wang, Jhi-Joung; Chen, Hung-An; Chou, Ming-Ting; Chu, Chin-Chen; Chio, Chung-Ching; Hwang, Jyh-Chang; Wang, Hsien-Yi; Lu, Yi-Hua; Kan, Wei-Chih"
"Chien, Chih-Chiang; Wang, Jhi-Joung; Sun, Yih-Min; Sun, Ding-Ping; Sheu, Ming-Jen; Weng, Shih-Feng; Chu, Chin-Chen; Chen, Hung-An; Chio, Chung-Ching; Hwang, Jyh-Chang; Lu, Yi-Hua; Wang, Hsien-Yi; Kan, Wei-Chih"
"Chien, Chih-Chiang; Wang, Jhi-Joung; Hwang, Jyh-Chang; Wang, Hsien-Yi; Kan, Wei-Chih"
"Wang, Hsien-Yi; Lin, Ching-Yih; Chien, Chih-Chiang; Kan, Wei-Chih; Tian, Yu-Feng; Liao, Pao-Chi; Wu, Hsin-Yi; Su, Shih-Bin"
"Kan, Wei-Chih; Wang, Hsien-Yi; Chien, Chih-Chiang; Tan, Che-Kim; Lin, Ching-Yih; Su, Shih-Bin"
"Kan, Wei-Chih; Wang, Hsien-Yi; Chien, Chih-Chiang; Li, Shun-Lai; Chen, Yu-Chun; Chang, Liang-Hao; Cheng, Chia-Hui; Tsai, Wan-Chen; Hwang, Jyh-Chang; Su, Shih-Bin; Huang, Li-Hsueh; Chuu, Jiunn-Jye"
"Yang, Ming-Hui; Chu, Pei-Yu; Chen, Sharon Chia-Ju; Chung, Tze-Wen; Chen, Wen-Cheng; Tan, Lia-Beng; Kan, Wei-Chih; Wang, Hsien-Yi; Su, Shih-Bin; Tyan, Yu-Chang"
"Chang, Chia-Yu; Cheng, Tain-Junn; Chang, Fang-Rong; Wang, Hsien-Yi; Kan, Wei-Chih; Li, Shun-Lai; Huang, Li-Hsueh; Chen, Yu-Chun; Tsai, Wan-Chen; Huang, Chia-Hsin; Cheng, Chia-Hui; Lee, Guo-Yang; Shyue, Shiang-Wei; Chen, Yi-Peng; Lin, Kao-Chang; Chuu, Jiunn-Jye"
"Chien, Chih-Chiang; Wang, Hsien-Yi; Wang, Jhi-Joung; Kan, Wei-Chih; Chien, Tsair-Wei; Lin, Ching-Yih; Su, Shih-Bin"
"Hwang, Jyh-Chang; Kan, Wei-Chih; Wang, Charn-Ting"
"Lai, Wen-Pin; Chien, Tsair-Wei; Lin, Hung-Jung; Kan, Wei-Chih; Su, Shih-Bin"
"Lin, Yu-Feng; Chien, Chiang-Ting; Kan, Wei-Chih; Chen, Yung-Ming; Chu, Tzong-Shinn; Hung, Kuan-Yu; Tsai, Tun-Jun; Wu, Kwan-Dun; Wu, Ming-Shiou"
"Su, Shih-Bin; Lin, Ching-Yih; Sheu, Ming-Jen; Kan, Wei-Chih; Wang, Hsien-Yi; Guo, How-Ran"
"Lin, Yu-Feng; Chen, Yung-Ming; Hung, Kuan-Yu; Chu, Tzong-Shinn; Kan, Wei-Chih; Huang, Chih-Yuan; Lin, Shuei-Liong; Kao, Tze-Wah; Huang, Jenq-Wen; Chiang, Wen-Chih; Yen, Chung-Jen; Tsai, Tun-Jun; Wu, Kwan-Dun; Wu, Ming-Shiou"
"Wang, Hsien-Yi; Tian, Yu-Feng; Chien, Chih-Chiang; Kan, Wei-Chih; Liao, Pao-Chi; Wu, Hsin-Yi; Su, Shih-Bin; Lin, Ching-Yih"
"Kan, Wei-Chih; Chien, Chih-Chiang; Wu, Chia-Chun; Su, Shih-Bin; Hwang, Jyh-Chang; Wang, Hsien-Yi"
"Chien, Chih-Chiang; Wang, Hsien-Yi; Chien, Tsair-Wei; Kan, Wei-Chih; Su, Shih-Bin; Lin, Ching-Yih"
"Hwang, Jyh-Chang; Wang, Hsiann-Yih; Chen, Meng-Liang; Kan, Wei-Chih; Wang, Charn-Ting"
"Yang, Ya-Fei; Wang, Huang-Joe; Kan, Wei-Chih; Kuo, Huey-liang; Huang, Chiu-Ching"
